KO	11B-T1-3	11B-T1-6	11B-T1-9	8-T1-3	8-T1-6	8-T1-9	Ex45-T1-3	Ex45-T1-6	Ex45-T1-9	HP-T1-3	HP-T1-6	HP-T1-9	RC-T1-3	RC-T1-6	RC-T1-9	RP-T1-3	RP-T1-6	RP-T1-9	SC-T1-3	SC-T1-6	SC-T1-9	UAB-T1-3	UAB-T1-6	UAB-T1-9
K00367	0	0	0	0	0	0	1	0	0	0	675	7	0	0	0	149	46	0	0	1	0	0	0	0
K00368	584	409	604	398	433	631	225	289	447	1357	850	939	6	13	11	7172	4113	2781	427	292	420	231	600	363
K00370	1697	1219	467	821	627	670	460	443	87	2056	559	1996	275	220	117	8898	9710	6606	1337	117	90	868	2803	1713
K00371	2178	1552	718	1566	861	1200	736	599	445	1831	969	1879	169	225	112	7483	9267	5685	1166	315	200	1019	3615	2168
K00372	28	3	0	9	0	6	11	4	15	36	27	19	0	0	0	29	109	63	14	3	2	3	22	11
K00373	530	428	176	351	187	209	170	189	51	492	296	626	66	41	21	2468	3297	1950	378	71	46	299	1057	665
K00374	680	460	166	448	262	284	232	181	64	655	334	656	60	47	31	2868	3775	2143	347	80	45	326	1222	689
K00375	341	619	386	639	365	813	402	559	193	1890	643	499	1044	1009	1030	2963	1079	776	1931	1003	254	440	1045	559
K00376	140	48	25	85	15	40	48	30	13	173	122	210	5	3	2	3336	1015	512	36	28	25	21	116	54
K00380	19	47	16	9	2	14	82	99	0	92	95	194	10	16	3	9	74	11	135	229	176	18	155	19
K00381	115	59	37	46	22	55	65	94	25	156	205	287	67	40	33	1080	495	259	174	116	101	52	203	65
K00382	3294	2586	1618	2243	1002	2287	2220	1986	1399	5600	4936	6225	1972	1596	1561	16229	8998	6129	4873	2271	2233	2029	5759	2891
K00383	284	118	44	69	35	63	66	91	30	67	827	186	63	30	41	446	321	154	205	148	113	56	316	119
K00384	4379	4381	3049	4243	2414	4323	4211	4208	3779	8088	7372	8409	3566	2459	2845	29726	14241	10225	7375	5954	7214	4220	11576	5934
K00386	2	4	1	1	3	0	0	2	1	0	0	0	35	17	23	0	0	0	0	0	0	0	13	1
K00387	4	11	78	24	14	24	8	9	5	22	5	10	171	12	96	545	293	73	9	29	61	12	57	22
K00389	896	678	414	615	389	486	658	560	425	1352	1006	1216	297	399	311	3360	2699	1824	787	562	600	547	1963	967
K00390	2067	2442	1762	2136	1142	2021	1947	1975	1720	3272	3861	4519	1509	1372	1371	7439	5464	3850	2887	2389	2810	2207	5196	2735
K00392	1129	949	393	615	413	375	607	493	141	1610	1394	2013	589	511	251	2431	3706	2367	1425	266	156	637	2210	1365
K00394	5	5	6	0	2	2	2	1	8	42	4	2	1	8	24	4	0	0	1	19	49	0	38	0
K00395	4	5	9	8	16	21	5	6	12	10	60	12	1	3	29	21	0	2	4	10	17	4	18	6
K00404	117	29	11	34	8	19	35	15	13	44	17	34	1	2	2	210	310	178	21	16	8	15	71	47
K00405	290	98	54	110	44	89	96	77	66	131	225	162	11	12	7	475	489	224	134	62	64	63	275	175
K00406	834	484	259	353	150	526	375	451	180	253	463	366	58	81	98	1590	1095	559	469	385	262	287	922	537
K00407	78	27	16	28	6	23	23	27	18	41	72	66	2	2	0	177	154	102	34	22	10	8	107	45
K00410	8	9	12	10	10	11	18	30	6	23	7	4	108	50	98	50	26	16	2	5	1	8	16	4
K00411	615	406	208	281	116	265	238	230	216	346	569	516	344	174	355	874	898	570	346	205	166	163	870	347
K00412	1455	935	557	650	362	801	511	495	419	733	1243	896	964	706	920	2279	1735	1059	971	513	351	421	1966	827
K00413	807	603	273	356	192	318	288	257	170	415	639	599	232	198	229	1216	1180	567	472	255	184	278	1147	523
K00425	5202	4853	3301	4553	2237	4600	4377	4345	3309	5635	4626	6236	2885	3266	2824	15197	9652	6133	6188	4695	6136	4237	11598	5505
K00426	3011	2468	1514	2176	1169	2440	1941	1901	1383	2440	2476	3107	1710	1982	1821	6070	5438	3322	3276	1852	2112	1932	6641	3115
K00428	691	1011	897	581	410	1506	599	873	397	526	675	217	543	237	740	2011	839	425	536	899	475	751	1783	858
K00432	1152	758	438	597	252	519	441	401	170	548	833	1241	684	535	592	1850	3243	1891	526	250	164	476	2063	952
K00433	1443	1721	1305	1518	749	1793	1632	1716	1018	907	1371	786	1737	1594	1679	2692	2734	1677	2469	1531	1545	1485	5258	2366
K00435	1749	1341	699	1178	651	975	948	672	446	1435	1721	3116	832	714	375	3358	4481	2689	1534	642	549	891	3429	1816
K00441	166	244	180	363	133	281	519	678	750	1262	1757	2407	13	15	38	4299	925	984	560	1166	1457	563	579	256
K00446	932	753	567	585	383	503	496	631	411	933	467	767	991	1137	717	1410	1169	850	1054	538	629	587	1620	725
K00448	780	605	361	590	237	378	606	492	425	1028	525	869	304	306	282	1794	1338	838	968	521	627	544	1578	715
K00449	1738	1659	1135	1368	586	1117	1317	1166	858	1859	1216	1570	928	796	603	3213	2481	1546	1847	1266	1262	1256	3131	1586
K00450	483	349	260	319	235	350	226	213	260	427	455	204	283	281	571	469	686	567	839	443	316	213	458	305
K00451	5011	4933	3079	4061	2303	4039	3116	2975	2283	5594	6367	7284	1835	1822	1773	11088	10975	6592	5337	3595	3337	3479	9137	4899
K00452	50	32	25	43	29	114	29	7	15	21	9	95	50	34	67	64	71	32	141	18	8	27	63	15
K00453	2746	2403	1513	1980	1058	2285	1513	1662	1073	2566	2872	3579	1282	951	925	5889	6369	3779	2399	1793	1686	1743	4668	2591
K00455	112	170	141	121	41	125	101	108	6	189	43	20	114	133	40	202	145	154	260	140	43	180	373	317
K00456	92	192	138	271	116	386	130	171	104	414	80	28	277	119	265	521	130	84	316	214	118	114	440	275
K00457	5906	5553	3344	4248	2472	4202	3434	3345	2450	5827	7350	8354	1961	2022	1756	11229	11806	7252	6203	3546	3184	3801	10255	5447
K00459	4147	3504	2677	2858	2222	2975	3391	3222	2010	3655	4433	6287	5090	3703	3830	12778	9306	6621	7194	3884	3745	3253	7982	3723
K00463	65	146	17	158	13	42	89	49	14	12	23	35	0	0	1	149	170	111	37	41	68	133	520	354
K00464	15	10	5	55	8	27	226	81	78	69	945	39	0	0	0	220	12	67	66	109	156	109	86	34
K00465	0	0	0	0	0	0	0	0	0	0	243	2	0	0	0	0	0	0	0	0	1	0	0	0
K00467	482	355	241	297	163	227	363	369	160	674	833	1232	818	945	184	1908	2704	1246	859	249	215	326	961	416
K00468	302	219	131	189	20	52	372	288	108	159	71	351	190	216	76	680	1495	857	222	162	94	228	781	251
K00469	18	81	29	19	23	108	41	62	60	31	7	2	22	17	39	81	41	26	92	45	58	55	84	83
K00471	0	0	0	0	0	0	0	0	0	0	0	0	6	88	20	0	0	0	0	0	0	0	0	0
K00472	97	111	74	52	14	78	27	18	15	21	174	97	41	10	31	217	379	134	117	7	4	23	277	49
K00476	13	72	30	36	14	10	20	10	2	12	34	49	27	22	41	155	163	46	97	36	7	61	54	39
K00477	117	292	184	182	89	535	233	284	214	682	254	214	102	82	417	2463	935	525	610	478	354	160	501	245
K00479	1125	1030	576	1083	360	598	1036	861	823	1819	1060	1733	307	395	454	3843	3827	2049	993	670	686	783	2762	1545
K00480	632	459	353	244	121	201	359	497	57	371	122	345	76	73	233	802	832	562	779	176	141	323	735	316
K00481	2160	1921	1311	1731	830	1324	1641	1625	1107	2322	1179	1972	1146	1067	826	4193	3153	2331	2324	1582	1828	1694	4027	2022
K00483	92	286	216	240	223	248	296	568	223	588	199	230	495	416	377	816	137	146	1648	721	762	321	350	184
K00484	33	33	7	57	16	35	7	9	3	1	1	0	0	0	0	19	37	18	12	0	2	8	97	76
K00485	885	551	330	566	301	608	233	286	178	1388	1117	1621	596	734	760	2710	1752	1377	568	296	186	313	1029	628
K00486	10	18	18	19	66	182	13	8	51	8	142	106	29	19	39	138	5	61	30	4	5	52	37	16
K00491	9	26	23	9	14	19	33	45	12	1	982	3	6	11	58	1	4	2	60	16	26	43	71	54
K00496	1088	591	281	725	361	474	250	225	170	795	787	1000	858	1034	695	948	1844	1171	461	168	108	307	763	329
K00499	24	88	99	282	71	175	121	105	157	940	406	310	20	12	277	3824	406	535	379	255	341	79	72	94
K00500	461	626	301	359	334	820	346	348	285	561	1241	1657	170	146	288	1797	1357	676	659	333	258	375	1036	547
K00505	114	36	36	68	120	69	85	55	236	277	590	521	259	47	439	1145	439	261	108	223	182	51	415	120
K00507	2298	4086	3023	3063	2478	4839	2286	2933	2196	4268	4290	5303	2917	2252	2980	7799	5523	3793	4816	2587	2108	2767	5558	3079
K00508	0	20	5	0	1	1	11	42	8	6	252	109	2	1	16	225	140	42	1	43	9	7	3	3
K00511	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	82	2	2	0	0	0
K00514	0	0	0	0	0	0	0	1	0	0	440	4	0	0	0	0	0	0	1	0	0	0	0	0
K00518	1110	1142	689	950	404	913	673	633	454	1326	1451	2382	584	564	345	2441	2783	1684	1138	751	642	711	2151	1140
K00520	12	9	0	9	8	135	102	8	12	547	616	1460	6	1	1	2298	1717	985	66	41	34	4	15	6
K00523	24	3	1	4	3	6	3	4	22	5	6	2	5	21	66	1	4	2	4	1	0	4	17	2
K00524	0	0	0	0	0	0	0	0	0	0	255	2	0	0	0	0	0	0	0	0	0	0	0	0
K00525	13831	13975	9470	12303	7535	13293	9121	9722	9241	18224	20603	25094	7539	7519	7773	43460	27251	18498	15401	11428	11472	10141	24353	13344
K00526	1415	1045	651	543	457	740	481	317	416	821	1384	1107	848	609	673	1697	2027	1152	636	395	273	510	2035	818
K00527	0	1	0	0	0	1	0	0	0	3	3	16	0	0	0	132	38	20	0	0	0	0	0	0
K00528	1379	1196	790	967	804	882	793	696	451	1510	1535	2889	1531	1052	1015	3497	5979	2950	1998	490	446	721	3188	1191
K00529	1499	1331	548	1162	541	744	1161	1056	711	4544	2444	3416	1306	1365	998	7960	6374	3862	3332	1140	1378	1200	3752	1835
K00537	802	547	362	565	214	458	329	372	156	551	892	1202	283	134	284	1132	1590	859	672	341	239	324	1096	497
K00540	1740	1692	1088	1316	875	1271	1015	1226	643	2308	2699	3948	2120	1784	1379	7682	4493	3401	2605	1358	1601	1328	3210	1752
K00542	3	6	4	1	16	7	3	1	55	4	3	7	3	0	3	234	45	17	0	2	0	1	5	2
K00543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	59	0	0	0	0	0	0
K00544	277	641	465	425	254	526	465	498	388	837	293	310	487	534	308	1822	422	462	557	558	900	523	828	405
K00545	14	31	94	13	168	93	25	56	57	27	96	86	305	164	191	216	199	159	265	28	14	34	31	18
K00547	523	579	206	415	50	198	363	276	97	367	450	622	308	167	98	896	1204	641	518	157	101	378	1619	965
K00548	14612	14356	8710	12156	7112	13392	9499	9196	8710	18637	20231	23191	9709	8322	8673	44466	31649	20630	16464	11094	10845	9825	27722	14869
K00549	5052	7802	6085	5648	4286	6540	5270	6389	4169	10209	6452	6833	5859	5467	5604	18442	9309	6804	8927	7187	7618	6604	11691	6569
K00554	2853	2805	1673	2285	1291	2426	1856	2005	1428	3642	4072	5521	1552	1389	1340	10175	7659	4658	2992	1980	2066	2145	5669	3063
K00555	8	92	180	55	56	119	125	200	372	222	272	29	0	0	0	672	5	148	89	295	400	93	47	33
K00556	29	7	25	2	14	15	47	15	22	187	136	98	137	4	81	958	362	168	1	18	18	24	34	8
K00558	9	17	73	457	160	519	9	14	33	665	3420	558	769	2343	447	1068	344	236	435	12	5	47	42	55
K00560	3055	2104	963	1845	794	1973	1350	1079	1031	2157	2321	3089	1235	899	1367	3976	5952	3497	1528	1062	774	1128	5161	2354
K00561	5	11	1	9	0	1	2	9	44	144	57	129	0	0	0	956	167	155	8	61	168	32	20	2
K00563	236	203	122	296	34	101	240	113	96	414	302	450	228	96	76	1217	937	576	310	108	93	108	1025	390
K00564	1288	764	283	591	187	336	622	477	191	1023	956	1458	274	243	101	3049	3755	2066	767	389	237	481	2814	1300
K00566	2223	2051	1081	1845	1020	2004	1514	1510	1220	3629	4422	5505	1804	1430	1214	12887	7269	4918	3246	2054	2272	1510	4422	2316
K00567	1327	1289	921	1222	821	1296	901	1089	688	2693	2084	2388	1424	1382	1316	6273	3302	2223	1994	1072	1119	1183	2374	1413
K00568	279	106	37	101	35	81	60	65	50	69	127	110	98	76	91	218	234	119	103	56	60	41	258	148
K00569	5	2	1	5	3	15	3	7	13	0	0	0	0	0	0	0	0	0	7	3	1	3	20	13
K00570	986	634	532	778	478	634	787	658	659	1533	1080	1406	684	445	615	4453	2557	1522	1270	990	1090	664	1786	697
K00571	802	1018	552	591	358	727	350	491	410	788	1087	960	784	439	1050	3446	1608	1018	985	731	565	544	1286	754
K00573	2267	1853	1360	1568	864	2024	1565	1504	1258	2879	3066	3048	1422	1037	1019	8834	4431	2803	2501	2258	2375	1585	3832	2015
K00574	5645	4896	3033	3760	2487	3602	3097	2853	1354	4782	4487	5229	5897	4809	4038	9242	8091	4623	5192	2634	2143	2774	9185	4838
K00575	1740	1456	907	1658	636	1365	1045	996	510	1431	2803	3841	837	441	454	4418	5473	3041	1444	886	637	1052	3790	1672
K00577	4	32	91	21	57	65	27	41	93	83	49	8	0	0	0	262	2	43	27	81	116	17	25	22
K00587	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0
K00588	1196	1250	805	1053	786	1322	1048	1209	968	2571	2650	3311	1285	800	823	8009	4333	3079	1567	1417	1720	992	2365	1393
K00590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	6	30	0	0	0	0	0	0
K00594	357	526	161	459	84	204	323	259	212	523	572	946	203	256	67	3494	2282	1149	613	308	431	318	1523	848
K00595	713	508	265	533	277	358	727	561	505	1499	1162	1655	529	388	292	3364	2063	1569	1380	735	998	692	2146	964
K00596	116	254	221	161	160	160	216	262	144	306	287	214	183	249	131	366	136	184	198	244	298	210	493	214
K00598	1451	1314	724	1218	589	971	898	946	750	2316	1773	1984	954	1012	853	5838	3355	2149	2115	1058	1300	962	3005	1605
K00600	9842	9725	6543	8511	5033	8810	6783	7076	6010	11562	13327	15707	4990	4505	4300	27961	21500	13474	10642	7689	7708	7297	19829	9994
K00602	7018	6806	4600	6017	3889	7019	4713	4925	3890	9322	10662	12210	4685	4195	3955	25430	16495	10465	8199	5555	5795	5152	13396	7059
K00603	9	21	16	230	29	174	14	18	74	379	154	109	0	5	92	1632	139	218	154	25	5	22	76	89
K00604	1137	1067	473	894	419	880	791	669	325	1857	1834	2207	1038	835	881	7370	4403	2716	1758	844	695	713	2524	1261
K00605	2180	2346	1354	2249	1291	2244	1944	2080	1780	4912	4550	5433	1536	1099	945	16125	7836	5312	3411	2421	2780	2094	4547	2429
K00606	3347	3588	2562	3139	1974	3909	2433	2552	2042	5078	5874	6635	2284	2139	2070	11013	8410	5149	4023	2667	2475	2597	7334	3736
K00609	4598	4745	3155	4034	2355	4648	3179	3375	2771	5800	6668	7846	2945	2484	2651	14694	9847	6413	5268	3998	3927	3581	8806	4593
K00610	4	64	134	34	39	59	51	95	126	80	96	25	0	0	0	260	3	54	37	108	145	48	37	31
K00611	2585	2149	1510	1910	1266	1978	1755	1690	1622	3728	4266	5534	1574	1239	1169	11962	7592	4696	2973	2006	2245	1801	4449	2370
K00612	1821	2432	1693	1941	1421	2716	2466	2011	1288	4037	3936	7454	2281	951	2001	8217	6241	4557	4086	3328	2450	2033	5670	2852
K00613	51	72	167	25	57	140	168	278	61	28	121	52	57	158	157	145	13	29	203	308	279	176	322	77
K00615	8359	8717	6381	7358	4563	8361	6351	6924	4830	11561	12171	14619	5736	5053	4291	30654	20305	13427	11237	7713	7802	7008	18070	9680
K00616	3505	4083	3061	3287	1845	3908	2934	3599	2454	5368	6573	7462	2282	1991	1782	14675	9182	5817	5332	4529	4617	3059	7675	3995
K00619	329	299	213	213	197	297	163	210	91	234	327	554	354	267	219	1143	1044	565	688	152	125	227	585	407
K00620	3713	3199	1946	3004	1592	2478	2292	2136	1627	4325	5189	6835	2448	2278	2201	10595	8756	5500	3934	2075	2147	2214	7011	3661
K00621	16	73	183	14	64	127	42	117	67	2	5	0	0	0	0	8	0	0	53	108	125	50	44	27
K00625	18	4	1	4	2	8	2	0	0	4	0	1	5	8	37	24	6	6	2	1	0	0	5	2
K00626	22107	19481	12998	16916	10102	18410	13748	13552	11598	25452	25571	32603	15049	12483	11699	56052	47353	30786	22131	15601	15771	14705	37337	18875
K00627	1262	976	329	1015	336	842	829	818	552	2135	1502	2441	274	377	596	6867	3272	2049	1756	1005	1487	787	2171	1060
K00631	185	48	41	102	38	47	77	53	49	236	48	134	382	231	230	562	1161	526	199	89	97	44	409	70
K00632	1885	1794	1083	1729	829	2171	1763	1892	1175	2895	4022	5587	1885	2002	1536	12244	8173	5517	3935	2127	2417	1774	4602	1964
K00634	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	43	15	0	0	0	0	0	0	0
K00635	8981	7778	4784	6527	3812	6301	4501	4159	3045	9541	11482	17953	8534	7218	6274	27153	34037	20850	11071	3774	3428	5068	15965	7868
K00638	84	4	0	5	0	3	4	6	0	1	0	1	0	0	0	7	29	21	3	2	5	2	32	15
K00639	95	129	148	400	110	159	43	37	44	1148	463	279	268	107	115	2740	843	608	257	67	97	55	155	117
K00640	1240	1363	807	921	596	1420	878	1002	716	1066	2624	1458	983	787	872	3966	2773	1745	1375	976	820	895	2643	1317
K00641	3725	3694	2533	2912	1268	2698	2865	2927	1944	3936	3277	5129	2681	1937	2086	13468	10006	6169	4688	3054	3072	2477	7384	3631
K00643	726	493	305	410	228	451	302	280	218	556	762	707	407	265	525	1386	1419	731	604	279	228	281	1342	524
K00645	694	580	409	557	374	826	420	412	495	1875	2274	2479	489	549	2045	6743	2633	1437	1896	1005	844	462	1020	529
K00646	0	0	0	0	0	41	0	0	0	262	0	1	1	2	0	70	24	11	0	1	0	1	0	0
K00647	273	64	22	87	22	68	67	22	38	79	51	38	20	17	14	327	245	142	65	27	29	43	278	74
K00648	2828	2973	1868	2846	1366	2977	2148	2187	1735	4598	5314	5823	1386	1159	1379	14279	9047	5317	3374	2708	2284	2137	6468	3150
K00651	171	84	44	79	22	53	50	54	22	191	74	70	1	0	1	261	123	64	63	67	31	23	151	74
K00652	152	382	249	481	234	373	529	408	251	1049	1879	2453	551	1206	762	3510	622	608	1484	464	798	376	799	399
K00655	6454	5861	3339	4868	2782	5509	4020	3900	2868	10174	9076	12917	4315	3191	2988	21063	20661	12365	7228	4286	4030	4369	13943	7279
K00656	22	6	3	6	1	3	4	3	2	14	513	18	2	0	7	406	664	340	3	3	6	2	9	6
K00657	626	562	288	633	330	527	464	471	315	584	917	1193	532	428	345	2977	2454	1399	951	396	517	427	1627	718
K00658	1458	1144	579	1271	502	1092	1192	1074	677	2462	1991	2460	808	402	687	11315	5319	3581	2197	1206	1596	1146	2967	1442
K00661	888	1067	609	833	397	778	596	684	468	1189	2243	2023	410	610	510	2784	2517	1551	895	636	554	726	1822	888
K00662	108	154	63	137	48	270	197	238	223	639	448	422	71	44	126	2076	451	520	395	403	470	225	259	175
K00663	310	448	170	227	212	189	218	264	147	636	896	1156	287	124	157	2147	891	476	648	396	535	317	886	455
K00666	4478	3465	2049	2755	1092	2161	4006	3780	1960	6234	3443	7006	2769	3192	2369	17485	14520	9968	9412	3389	3942	3162	8123	3947
K00672	52	196	175	92	56	192	163	203	90	90	84	77	51	67	79	173	18	54	146	126	106	175	298	93
K00673	206	257	125	98	55	74	71	46	25	108	422	233	80	60	78	375	614	222	142	37	36	121	498	100
K00674	3077	3039	1707	2470	1286	2625	2005	1805	1490	3314	3697	5245	1699	1336	1428	7826	7866	4810	3083	2112	2131	2107	6404	3315
K00675	106	153	98	151	153	256	105	123	75	387	161	96	456	246	116	699	230	130	575	298	120	112	287	205
K00677	627	580	379	583	271	1350	486	620	507	630	915	433	277	135	502	2728	925	546	808	838	547	407	1301	717
K00681	921	977	386	1132	380	657	1025	851	463	1299	2784	3515	800	364	607	10394	3235	2652	1907	1249	1361	738	2278	1104
K00682	850	616	360	605	294	515	460	401	189	690	937	1318	534	375	260	1341	2541	1339	876	309	211	465	1935	917
K00683	82	186	91	122	153	458	87	163	109	291	397	437	78	88	246	1861	484	262	289	277	95	109	221	128
K00684	1189	1176	572	954	272	999	682	730	568	1761	1764	2730	411	205	405	4878	3495	2305	725	935	892	746	2332	1205
K00688	8365	7454	4714	6891	3282	6594	5214	5060	3212	10697	13226	16747	5492	4036	4542	28569	22277	13649	9028	5324	4054	5076	16761	8769
K00690	0	0	2	0	0	0	0	0	0	64	1	9	0	0	0	248	95	86	2	1	1	0	0	0
K00692	50	13	0	9	2	10	20	11	9	15	14	27	0	0	0	12	16	0	7	331	348	8	81	50
K00693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0
K00694	3070	2392	721	1753	412	711	1636	1328	400	1716	6689	5467	476	1208	178	7017	6008	3235	1919	786	615	1622	6829	3313
K00695	0	0	0	0	0	0	0	0	0	0	1252	6	0	0	0	0	0	0	3	1	2	0	0	1
K00696	10	51	32	36	5	34	44	76	63	460	480	259	52	20	5	4247	854	656	35	55	105	29	35	12
K00697	2163	1006	455	846	388	464	857	573	292	1560	924	1756	680	409	213	2685	3889	2322	1155	343	180	738	3331	1701
K00698	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00700	8449	7540	4812	6572	3495	6431	5046	5107	3747	9757	11604	15165	4793	3489	3496	23937	19678	12298	9242	5373	4679	5457	15599	8208
K00701	4	137	5	8	18	68	42	62	111	425	564	4	0	3	2	345	2	44	16	92	17	32	56	29
K00702	0	1	2	0	0	0	0	1	1	1	1	0	3	0	2	0	0	0	2	22	137	1	2	0
K00703	1270	803	523	1185	410	1615	728	748	918	1213	2170	783	605	356	766	4651	1581	1047	1055	990	615	668	2060	974
K00705	3588	2721	1696	2859	1196	2650	2178	2015	1129	5187	5479	7944	2004	1156	1042	15490	11250	6512	3893	2327	1773	2078	6853	3801
K00712	258	478	57	392	41	88	283	212	11	300	122	258	32	32	153	119	489	127	65	47	22	236	1668	1212
K00720	84	293	247	143	139	467	183	308	188	50	253	63	426	133	419	750	310	264	415	497	223	101	630	210
K00721	1979	2001	1421	1837	944	1753	1409	1633	1371	3446	3916	4857	1397	1164	1026	11446	6012	4225	2723	1807	2234	1751	4105	2238
K00728	2167	1873	893	1420	872	1118	1293	1203	595	4369	3413	4180	1336	961	689	13052	9415	6628	2809	1045	1127	1352	5080	2644
K00729	45	139	73	125	96	472	143	145	215	366	481	496	170	26	288	1833	636	433	250	377	237	128	243	150
K00737	1	0	0	0	0	0	1	1	0	3	4	7	0	0	0	17	37	1	0	0	0	0	1	2
K00748	549	407	204	565	209	937	400	348	350	533	970	374	356	107	470	2495	787	457	576	577	275	221	849	461
K00750	0	0	0	4	0	3	1	4	5	6	4	1	0	0	0	6	32	5	5	1	3	6	10	2
K00752	47	101	53	24	3	15	10	20	10	19	989	2086	0	1	0	90	462	116	16	37	13	59	73	74
K00754	66	141	88	59	131	409	77	213	246	692	425	333	195	31	301	3261	556	470	64	300	209	103	175	148
K00756	26	32	36	321	24	179	25	64	28	189	279	67	6	8	89	1911	283	142	242	233	100	97	94	73
K00757	7	6	5	6	4	10	5	4	66	582	516	203	37	14	3	1388	212	170	45	1	0	4	11	5
K00758	1030	682	290	503	184	256	398	343	198	710	574	1253	390	336	184	1821	2751	1947	803	308	195	557	1535	844
K00759	1614	1601	1196	1397	989	1809	1154	1314	1168	2498	2808	3265	867	665	847	6968	4376	2822	2050	1548	1522	1392	3209	1775
K00760	2565	2713	1814	2298	1272	2722	2075	2257	1676	4121	4467	6070	1403	1304	1172	10741	6620	4419	3371	3081	3172	2288	5282	2968
K00761	1943	1587	800	1334	481	1040	1161	1107	666	2341	2324	2969	697	605	470	6815	5252	3239	1986	1356	1381	1268	3606	1861
K00762	1772	1859	1158	1623	747	1883	1341	1522	1068	2951	3258	4628	1182	891	911	7920	5237	3284	2305	1744	1960	1427	3881	1947
K00763	3537	3328	2023	2950	1526	2831	2553	2495	1858	5256	5114	5947	2060	1893	1487	15283	10161	6554	4426	3440	3411	2513	7339	3706
K00764	7712	7634	5338	6651	3930	7330	5232	5346	4965	9978	11376	13361	4555	3964	3842	25604	17896	11622	8445	6449	6437	5583	15253	7880
K00765	2995	2523	1765	2354	1324	2274	1901	1854	1720	4037	4776	6032	1714	1330	1266	11290	8247	5161	3048	1919	2085	1971	5874	2979
K00766	2952	3061	2340	2722	1511	3155	2258	2544	1979	4624	5689	6212	2047	1887	1977	13595	8496	5374	4022	2970	3131	2564	6457	3341
K00767	1108	1038	633	1029	652	1175	807	797	601	2123	2806	3508	1092	833	851	5682	5123	3051	1734	873	798	631	2888	1238
K00768	1215	1110	632	967	556	829	1003	1024	681	2668	1719	2736	818	708	488	4972	3626	2590	1876	1079	1424	1158	2886	1352
K00769	269	151	91	124	65	84	115	126	116	191	165	203	101	96	98	468	366	179	165	101	100	82	361	190
K00772	494	518	574	594	377	1053	517	599	674	1255	1804	2011	575	317	536	3972	1295	901	701	898	857	517	951	549
K00773	1957	2221	1438	1806	1083	2292	1503	1654	1397	3697	4156	3990	1310	1175	1510	12679	4022	2892	2516	2204	2377	1561	3500	1766
K00782	1015	993	575	825	334	679	1035	921	687	1444	962	1449	276	282	238	4772	2708	1801	1267	1170	1665	945	2591	1395
K00783	596	548	387	515	304	725	497	523	491	706	808	778	298	187	470	2544	862	637	654	617	736	438	976	435
K00784	2803	2897	2074	2314	1317	3054	2427	2518	1679	5497	5432	7285	2140	1698	1576	16146	7760	5154	5053	3295	3548	2637	6052	3141
K00788	422	579	305	462	324	743	497	530	388	1398	1784	1817	737	657	666	4958	2389	1663	1121	727	645	441	1414	565
K00789	8485	9414	6433	7691	4906	8271	5841	6288	5133	10760	11859	13065	5703	5013	5306	26048	17282	11347	9354	7398	7080	6490	15828	8198
K00790	7589	7149	4486	6030	3315	6141	4826	4838	3673	8778	9779	11932	4303	3674	3230	22249	18009	11252	6962	5233	5092	5367	14279	7122
K00791	1501	1317	532	1116	544	1089	823	820	408	2426	2862	3739	1019	706	991	7087	5566	3252	1875	1048	875	901	3022	1596
K00793	2201	2055	1416	1841	1046	2102	1440	1545	1351	2935	3318	4012	1268	1110	1054	6960	5544	3498	2494	1824	1968	1541	3928	2060
